Rating,Name,Developer,ReleaseDate,Votes,PositiveVotesPercent,Price,Action,Adventure,FPS,Open World,PvE,PvP,Sandbox,Sci-fi,Simulation
1,-1.4176524549554828,-0.875177895877852,0.3085301916702965,-0.1925673327069123,0.85,-6.671762777090143e-17,0,0,0,0,1,0,0,0,0
-1,-1.4130793825201424,-0.8685636465749135,-2.5649220303773883,1.3995987212395022,0.97,-0.3434230030781141,0,1,0,1,0,0,0,0,1
-1,-1.408506310084802,-0.861949397271975,0.8832206360798335,-0.2180641843972144,0.97,-0.5830375527801424,0,0,0,0,0,0,1,0,1
1,-1.4039332376494618,-0.8553351479690364,0.8832206360798335,-0.2388908745393782,0.94,-0.8042202140435529,1,1,1,0,0,0,0,0,0
-1,-1.3993601652141217,-0.8487208986660979,-0.5535054749440088,0.120398769921766,0.94,-0.3434230030781141,1,1,0,0,0,0,0,0,0
1,-1.394787092778781,-0.8421066493631594,0.8832206360798335,0.2619642318297192,0.86,0.0712944867907808,1,1,0,1,0,0,1,0,1
1,-1.390214020343441,-0.8354924000602209,0.8832206360798335,1.973729821555834e-17,0.8124027777777779,1.4997658407836418,1,0,1,1,0,0,0,1,0
1,-1.3856409479081009,-0.8288781507572823,-0.2661602527392404,1.3388703013878511,0.96,-0.3660020664154206,1,0,0,0,0,0,0,0,0
1,-1.3810678754727606,-0.901634893089606,-0.5535054749440088,1.331779380504918,0.91,1.4997658407836418,1,1,1,1,0,0,1,0,0
1,-1.3764948030374202,-0.8222639014543438,0.8832206360798335,1.973729821555834e-17,0.8124027777777779,2.421360262714519,0,0,0,1,0,0,1,0,1
1,-1.37192173060208,-0.8156496521514053,0.021184969465528,0.2495993195421031,0.88,1.4997658407836418,1,1,0,1,0,1,0,0,1
-1,-1.3673486581667398,-0.8090354028484668,0.8832206360798335,-0.2012929461294095,0.96,-6.671762777090143e-17,0,1,1,0,1,0,1,1,1
-1,-1.3627755857313997,-0.8024211535455282,0.595875413875065,-0.0758540933180854,0.79,-1.2645566277980265,1,0,0,0,0,1,0,0,0
-1,-1.3582025132960591,-0.7958069042425897,0.8832206360798335,-0.2200551909512256,0.77,1.0389686298182028,1,0,0,0,0,0,0,0,0
1,-1.353629440860719,-1.0008486326336838,0.595875413875065,-0.1954940035431364,0.89,0.1173742078873247,1,0,1,1,0,0,0,0,0
1,-1.349056368425379,-0.7891926549396512,0.8832206360798335,-0.1970362176362025,0.96,-6.671762777090143e-17,1,0,0,0,0,0,0,0,0
1,-1.3444832959900384,-0.7825784056367127,0.8832206360798335,-0.2387331171894702,0.93,-6.671762777090143e-17,0,1,0,1,0,0,1,1,0
-1,-1.339910223554698,-0.7759641563337741,0.3085301916702965,-0.2008414337141556,0.74,1.082744364859919,1,1,1,0,1,0,0,0,0
-1,-1.335337151119358,-0.7693499070308356,0.595875413875065,-0.2006020777349849,0.64,-1.2645566277980265,0,0,0,0,0,1,0,0,0
1,-1.3307640786840176,-0.7627356577278972,0.8832206360798335,0.5166417136217031,0.93,0.0712944867907808,1,1,0,1,1,0,1,0,0
-1,-1.3261910062486773,-0.7561214084249587,0.3085301916702965,-0.1347791834630294,0.32,-6.671762777090143e-17,1,1,1,1,0,1,0,0,0
-1,-1.3216179338133371,-0.7495071591220202,0.595875413875065,-0.0871691032425207,0.58,0.8085700243354833,1,1,0,1,1,1,1,1,0
-1,-1.3170448613779968,-0.7428929098190816,0.8832206360798335,-0.2213226896591071,0.72,-1.2645566277980265,0,0,0,0,1,1,0,0,0
-1,-1.3124717889426565,-0.7362786605161431,-0.2661602527392404,-0.0708901767046012,0.75,0.5781714188527639,0,0,1,1,0,0,0,0,0
-1,-1.3078987165073162,-0.7296644112132046,-0.2661602527392404,-0.1533183920315272,0.68,-1.2645566277980265,1,0,0,1,0,1,1,0,0
1,-1.303325644071976,-0.723050161910266,0.8832206360798335,-0.2134647416611038,0.82,2.097419823405816,0,0,0,0,0,1,0,0,1
1,-1.2987525716366357,-0.7164359126073275,-0.8408506971487774,0.0449145979451003,0.82,-0.9088211809327076,1,1,0,1,0,0,0,0,0
1,-1.2941794992012954,-0.709821663304389,0.8832206360798335,-0.1592070931099894,0.92,1.4997658407836418,1,1,0,1,0,0,0,0,0
1,-1.2896064267659553,-0.7032074140014505,0.595875413875065,-0.1746999528526778,0.9,0.3537631771125949,0,1,0,1,0,0,1,0,0
1,-1.285033354330615,-0.696593164698512,-0.5535054749440088,0.0162870788454172,0.89,-0.4816621663677458,1,1,0,1,0,0,1,1,1
-1,-1.2804602818952746,-1.179433363813024,0.595875413875065,-0.2367040312751363,0.73,-6.671762777090143e-17,1,0,0,0,0,1,0,0,0
1,-1.2758872094599345,-0.6899789153955734,0.8832206360798335,-0.2124257191151581,0.89,0.1173742078873247,0,0,0,0,1,1,0,0,0
-1,-1.2713141370245942,-1.2125046103277164,0.8832206360798335,-0.0248413502573199,0.7,0.5781714188527639,1,1,0,0,1,1,0,0,0
-1,-1.2667410645892538,-0.6833646660926349,0.8832206360798335,-0.2134130625292374,0.97,-0.389502724174658,1,1,0,0,0,0,0,0,1
1,-1.2621679921539135,-0.6767504167896964,-2.27757680817262,0.4311426698801886,0.94,-0.3660020664154206,0,1,0,1,0,0,1,0,1
1,-1.2575949197185734,-0.6701361674867579,-0.8408506971487774,0.1545396364053026,0.89,1.4997658407836418,1,1,0,1,0,0,0,0,0
1,-1.253021847283233,-0.6635219181838193,0.595875413875065,-0.2266184406982599,0.93,-0.5973222663200709,1,1,0,0,0,0,0,0,0
-1,-1.2484487748478927,-0.6569076688808808,-0.2661602527392404,0.1723417373561269,0.97,-6.671762777090143e-17,0,0,0,1,0,0,1,0,1
-1,-1.2438757024125526,-0.8817921451807905,-1.4155411415583143,0.1500979510191,0.79,-1.2645566277980265,1,0,1,0,0,1,0,0,0
-1,-1.2393026299772123,-0.8685636465749135,-1.4155411415583143,0.1212528355747162,0.97,-0.3434230030781141,0,1,0,1,0,0,0,0,1
-1,-1.234729557541872,-0.6502934195779423,0.8832206360798335,-0.2100783985466995,0.73,0.8085700243354833,0,0,0,0,0,0,0,0,1
1,-1.2301564851065316,-0.9942343833307452,0.8832206360798335,-0.2344981483307332,0.87,0.1173742078873247,0,0,0,0,0,0,0,0,1
1,-1.2255834126711915,-0.9942343833307452,-1.4155411415583143,0.0872234872178387,0.87,0.5781714188527639,0,0,0,0,0,0,1,1,1
1,-1.2210103402358512,-0.6436791702750038,0.3085301916702965,0.5150750199398582,0.93,-0.3434230030781141,1,1,0,1,0,0,1,0,1
-1,-1.2164372678005109,-0.6370649209720652,-1.7028863637630829,0.45320149932422,0.97,-0.2277629031257889,1,1,0,1,0,0,1,0,1
1,-1.2118641953651708,-0.6304506716691267,0.8832206360798335,-0.2227044264479564,0.84,-1.1272390589303256,0,0,0,0,0,0,1,0,0
1,-1.2072911229298304,-0.6238364223661882,0.595875413875065,-0.1825307013075935,0.88,1.0421942102949608,0,1,0,1,0,0,1,0,1
-1,-1.20271805049449,-0.6172221730632497,0.021184969465528,-0.0166053286103992,0.45,-1.2645566277980265,0,0,0,0,0,1,0,0,1
1,-1.1981449780591498,-0.6106079237603111,-0.8408506971487774,0.0185228812872167,0.86,4.522134747505955,1,0,1,1,0,0,0,0,1
1,-1.1935719056238097,-0.6039936744573726,0.8832206360798335,-0.1538351833501914,0.91,-0.3434230030781141,0,1,0,0,0,0,1,0,1
-1,-1.188998833188469,-1.1132908707836386,0.3085301916702965,-0.1749393088318485,0.7,1.4997658407836418,1,1,0,1,0,0,0,0,0
-1,-1.184425760753129,-0.5973794251544341,0.8832206360798335,-0.2355562105568402,0.72,1.4997658407836418,1,0,0,1,1,0,0,0,0
-1,-1.179852688317789,-0.5907651758514957,0.8832206360798335,-0.2363096379003664,0.75,1.9605630517490804,0,1,0,0,0,0,0,0,0
1,-1.1752796158824486,-0.5841509265485572,0.3085301916702965,-0.2274045074934911,0.84,-0.9055956004559496,1,1,0,0,0,0,0,1,0
1,-1.1707065434471082,-1.066991125663069,0.595875413875065,-0.1572106466473607,0.85,1.4997658407836418,1,1,0,1,0,1,1,0,0
-1,-1.166133471011768,-0.5775366772456186,-2.8522672525821564,2.6607245761755385,0.97,-0.8152793471067236,1,1,0,1,0,0,1,0,0
1,-1.1615603985764278,-0.5709224279426801,0.3085301916702965,-0.0315052383137782,0.69,1.4997658407836418,1,0,0,0,0,1,0,0,0
-1,-1.1569873261410877,-0.9876201340278068,0.8832206360798335,-0.2382326455966586,0.72,-0.8963796562366407,0,1,0,0,0,0,0,0,0
-1,-1.1524142537057471,-0.5643081786397416,0.021184969465528,-0.1701195497967285,0.95,-1.0106573645560697,0,0,0,0,0,0,1,0,1
1,-1.147841181270407,-0.5576939293368031,-0.5535054749440088,-0.0908682411024323,0.86,-0.1591041186919385,1,1,0,1,0,0,1,0,1
-1,-1.143268108835067,-0.5510796800338645,0.8832206360798335,-0.2309214084147158,0.96,-0.6751969949732302,0,1,0,0,0,0,0,0,0
-1,-1.1386950363997264,-0.8222639014543438,-0.2661602527392404,-0.0779294184556681,0.79,1.9605630517490804,0,1,0,1,0,0,0,0,1
-1,-1.134121963964386,-0.544465430730926,0.3085301916702965,0.6718423064794626,0.55,2.421360262714519,1,0,1,0,0,0,0,0,0
-1,-1.129548891529046,-1.1331336186924543,0.8832206360798335,-0.2249701483871522,0.8,-6.671762777090143e-17,1,1,1,1,1,1,0,1,0
1,-1.1249758190937056,-0.7362786605161431,-1.4155411415583143,0.221950983993573,0.94,0.5781714188527639,1,1,0,1,0,0,0,0,0
1,-1.1204027466583653,-0.5378511814279875,0.3085301916702965,-0.0455157229581932,0.91,-0.8871637120173321,1,1,0,0,0,0,0,0,0
1,-1.1158296742230251,-0.531236932125049,-1.1281959193535458,1.2017084455057785,0.83,-0.5830375527801424,1,1,0,1,0,0,1,1,0
-1,-1.1112566017876848,-0.5246226828221104,-0.8408506971487774,-0.1905273669753434,0.78,1.3453987751102197,0,0,0,1,0,0,1,0,1
-1,-1.1066835293523445,-0.8817921451807905,0.021184969465528,-0.0226245874956817,0.84,-1.2645566277980265,1,0,0,0,1,1,0,0,1
1,-1.1021104569170042,-0.5180084335191719,-1.1281959193535458,0.1330601572290368,0.88,-0.3660020664154206,0,0,1,1,0,0,1,0,1
1,-1.097537384481664,-1.1132908707836386,-1.1281959193535458,0.0221349806092479,0.86,1.4997658407836418,1,1,0,1,0,0,0,0,0
1,-1.0929643120463235,-0.5113941842162334,0.3085301916702965,-0.161149140486443,0.86,0.1173742078873247,1,1,0,1,0,0,1,0,0
-1,-1.0883912396109834,-0.544465430730926,0.595875413875065,-0.2088163397474355,0.31,1.9605630517490804,1,0,1,1,1,1,0,0,0
-1,-1.0838181671756433,-0.5047799349132949,0.595875413875065,-0.1208802169452735,0.53,1.0389686298182028,0,0,0,1,0,0,1,0,1
-1,-1.079245094740303,-0.4981656856103563,-0.8408506971487774,0.5547781929848059,0.97,-0.6291172738766863,1,1,0,0,0,0,1,0,0
-1,-1.0746720223049626,-0.4915514363074178,0.8832206360798335,-0.2379361705770039,0.66,-6.671762777090143e-17,0,1,0,0,0,0,1,0,1
1,-1.0700989498696225,-0.4849371870044793,0.8832206360798335,-0.2321073084933345,0.93,-1.0986696318504685,0,0,0,0,0,0,0,0,1
1,-1.0655258774342822,-0.4783229377015408,-1.4155411415583143,0.6293430204051111,0.95,-0.5738216085608335,1,1,0,1,0,0,1,0,0
-1,-1.0609528049989418,-1.0471483777542534,0.8832206360798335,-0.2389996727117285,0.89,-0.8042202140435529,0,0,0,1,0,0,1,0,1
1,-1.0563797325636015,-0.4717086883986022,0.8832206360798335,-0.103350111425325,0.93,-0.6659810507539213,0,0,0,0,0,0,1,0,1
-1,-1.0518066601282614,-0.4650944390956637,0.8832206360798335,-0.2070320497208899,0.74,0.0712944867907808,1,0,0,0,1,0,0,1,0
-1,-1.047233587692921,-0.4584801897927252,-0.2661602527392404,-0.2291697578398753,0.86,-6.671762777090143e-17,0,1,0,0,0,0,0,0,0
1,-1.0426605152575807,-0.4518659404897867,0.595875413875065,-0.1998676900716201,0.79,1.0389686298182028,0,0,0,0,0,0,0,1,0
1,-1.0380874428222404,-0.4452516911868482,0.021184969465528,-0.0129497100194278,0.84,1.0389686298182028,1,0,1,0,0,1,0,0,1
-1,-1.0335143703869003,-0.4386374418839097,0.3085301916702965,-0.077964777861682,0.76,-1.2645566277980265,1,1,1,0,1,1,0,0,0
-1,-1.02894129795156,-0.4320231925809711,0.3085301916702965,-0.1517625781669174,0.81,-1.0493643302771665,1,0,1,0,0,1,0,0,0
1,-1.0243682255162196,-0.4254089432780326,1.170565858284602,1.973729821555834e-17,0.8124027777777779,1.9605630517490804,0,0,0,0,0,1,0,0,1
-1,-1.0197951530808795,-0.4187946939750941,0.8832206360798335,-0.22826129310075,0.87,-6.671762777090143e-17,1,1,0,0,0,0,0,0,0
1,-1.0152220806455392,-1.053762627057192,0.3085301916702965,-0.2319223516003389,0.92,-6.671762777090143e-17,0,0,0,0,0,0,0,1,1
1,-1.0106490082101989,-1.066991125663069,-0.8408506971487774,0.5200525363248862,0.88,0.1173742078873247,1,1,0,1,0,0,0,0,0
-1,-1.0060759357748588,-1.066991125663069,0.595875413875065,0.0184412826579539,0.97,0.5781714188527639,1,1,0,0,0,0,0,0,0
1,-1.0015028633395184,-0.4121804446721556,0.3085301916702965,-0.0139588130679772,0.68,0.5781714188527639,1,0,1,0,1,0,0,0,0
1,-0.996929790904178,-0.405566195369217,0.8832206360798335,-0.2289739211296447,0.92,-0.9055956004559496,0,0,0,0,0,1,0,0,0
1,-0.992356718468838,-0.3989519460662785,0.8832206360798335,-0.1059639875160419,0.87,0.5781714188527639,1,1,0,1,0,0,1,0,1
1,-0.9877836460334976,-0.39233769676334,0.8832206360798335,0.3956690257853604,0.88,0.7624903032389395,1,0,1,1,0,0,1,0,1
1,-0.9832105735981572,-0.3857234474604015,0.595875413875065,0.3180524096306281,0.9,1.4997658407836418,1,1,0,1,0,0,0,0,0
1,-0.978637501162817,-0.3791091981574629,0.8832206360798335,-0.1016800594797473,0.85,0.1173742078873247,1,1,0,1,1,0,1,0,0
-1,-0.9740644287274768,-0.3724949488545245,0.021184969465528,0.1753853662276277,0.94,0.5781714188527639,1,1,0,0,0,0,0,0,0
-1,-0.9694913562921366,-0.365880699551586,-0.8408506971487774,-0.1740199642754882,0.61,-1.2645566277980265,1,0,0,0,0,1,0,1,0
-1,-0.9649182838567962,-0.3592664502486474,0.8832206360798335,-0.1023627680112457,0.73,-1.2645566277980265,0,0,0,0,1,1,0,0,0
1,-0.960345211421456,-0.3526522009457089,0.595875413875065,-0.2310737258560063,0.88,-0.8963796562366407,1,1,0,0,1,0,0,1,0
1,-0.9557721389861156,-0.3460379516427704,-1.4155411415583143,-0.0437504726118089,0.95,-6.671762777090143e-17,1,0,0,0,0,0,0,0,0
-1,-0.9511990665507756,-0.3394237023398319,-1.1281959193535458,0.7778579655719424,0.82,-1.2645566277980265,1,0,0,0,0,0,0,0,0
1,-0.9466259941154352,-0.9413203889072372,0.021184969465528,-0.0815360778690819,0.92,-0.3434230030781141,0,0,0,1,0,0,1,0,1
-1,-0.9420529216800948,-0.3328094530368933,0.8832206360798335,-0.1740417239099582,0.7,1.9605630517490804,1,0,0,0,0,1,0,0,0
1,-0.9374798492447548,-0.3261952037339548,-0.2661602527392404,0.1431974269377797,0.83,0.9928889087216588,1,0,1,1,0,1,0,0,1
-1,-0.9329067768094144,-0.3195809544310163,0.595875413875065,-0.1972211745291981,0.98,-1.006970986868346,0,1,0,0,0,0,0,0,0
1,-0.928333704374074,-0.3129667051280778,-0.2661602527392404,0.3042513614679875,0.93,-0.1130243975953946,1,0,0,0,0,0,0,0,0
1,-0.9237606319387338,-0.3063524558251392,0.021184969465528,-0.0926416513117428,0.87,0.5781714188527639,0,0,0,1,1,1,0,0,0
1,-0.9191875595033936,-0.2997382065222007,-1.7028863637630829,0.1234532786105018,0.87,1.4997658407836418,1,0,1,0,0,0,0,1,1
-1,-0.9146144870680534,-0.2931239572192622,0.8832206360798335,-0.1781107755558609,0.74,0.270819679138816,1,0,1,1,0,1,0,0,1
-1,-0.910041414632713,-0.2865097079163237,-0.8408506971487774,0.3023337936803127,0.7,1.0389686298182028,1,0,1,1,0,1,0,0,0
-1,-0.9054683421973728,-1.2720328540541632,-3.4269576969916935,1.5930636313128763,0.97,-0.8152793471067236,1,1,1,0,0,0,0,0,0
-1,-0.9008952697620324,-0.2798954586133852,0.3085301916702965,-0.0300527827129011,0.95,-0.2051838397884824,1,1,0,0,0,0,0,0,0
-1,-0.8963221973266923,-1.179433363813024,0.3085301916702965,-0.2377702533641697,0.77,-6.671762777090143e-17,1,0,0,0,1,1,0,0,1
1,-0.8917491248913519,-0.2732812093104467,0.021184969465528,0.8472276802625189,0.94,-0.3434230030781141,1,1,0,1,1,0,1,0,0
-1,-0.8871760524560117,-0.2666669600075081,-0.8408506971487774,0.4614756003314633,0.96,0.1173742078873247,1,1,0,1,0,0,1,1,0
1,-0.8826029800206715,-0.696593164698512,0.8832206360798335,-0.2389099142195395,0.84,-1.0346188195262724,1,0,0,0,0,0,0,0,1
1,-0.8780299075853312,-0.2600527107045696,0.8832206360798335,-0.1394765445542553,0.93,-0.9055956004559496,0,1,0,0,0,0,0,1,0
-1,-0.873456835149991,-0.2534384614016311,0.595875413875065,-0.163637898678957,0.82,-6.671762777090143e-17,0,0,0,0,0,1,0,0,0
1,-0.8688837627146506,-0.2468242120986926,0.3085301916702965,0.0096068710631063,0.95,0.1173742078873247,1,0,0,1,0,0,1,0,1
