Rating,Name,Developer,ReleaseDate,Votes,PositiveVotesPercent,Price,Action,Adventure,FPS,Open World,PvE,PvP,Sandbox,Sci-fi,Simulation
Very Positive,-1.4633831793088854,-0.9413203889072371,0.8832206360798046,9.892134214539045e-19,0.0,1.1309749692981792,0,0,0,0,0,0,0,0,1
Very Positive,-1.458810106873545,-0.9347061396042987,-1.9902315859678807,0.17723368224940247,0.3746327250771455,-1.3765400150242584,0,1,0,0,0,0,1,0,1
Very Positive,-1.4542370344382047,-0.9280918903013602,-0.8408506971488067,-0.0814908010990804,0.24454564426906947,-1.1032987223693142e-18,1,1,0,1,0,0,0,0,0
Overwhelmingly Positive,-1.4496639620028646,-0.9214776409984217,-1.4155411415583437,1.574932710830806,1.0901116695215631,-0.674796973802596,0,0,0,1,0,0,1,0,1
Overwhelmingly Positive,-1.4450908895675243,-0.9148633916954831,0.8832206360798046,-0.24257303705043684,0.9600245887134871,-0.37383498328580017,0,1,0,0,0,0,0,0,0
Very Positive,-1.440517817132184,-0.9082491423925446,0.8832206360798046,-0.11978740194486129,0.829937507905411,0.07760800248939359,1,0,0,0,0,0,0,0,0
Mostly Positive,-1.4359447446968436,-0.9016348930896061,0.5958754138750361,-0.22944771452620374,-0.5359768405793861,-1.1032987223693142e-18,1,1,0,1,0,0,1,0,0
Very Positive,-1.4313716722615035,-0.8950206437866676,0.8832206360798046,9.892134214539045e-19,0.0,1.1309749692981792,1,1,0,1,0,0,0,0,0
Mostly Positive,-1.4267985998261632,-0.888406394483729,0.8832206360798046,-0.24379185684284863,-0.21075913855919598,1.1309749692981792,1,1,0,0,0,0,0,0,0
Mostly Positive,-1.4222255273908229,-0.8817921451807905,-1.128195919353575,0.15448330914481906,-0.275802678963234,-1.3765400150242584,1,0,0,0,1,1,0,0,1
Very Positive,-1.4176524549554828,-0.875177895877852,0.3085301916702675,-0.19745997036334154,0.24454564426906947,-1.1032987223693142e-18,0,0,0,0,1,0,0,0,0
Overwhelmingly Positive,-1.4130793825201424,-0.8685636465749135,-2.5649220303774176,1.435158903286832,1.025068129117525,-0.37383498328580017,0,1,0,1,0,0,0,0,1
Overwhelmingly Positive,-1.408506310084802,-0.861949397271975,0.8832206360798046,-0.2236046310820328,1.025068129117525,-0.6346687084003565,0,0,0,0,0,0,1,0,1
Very Positive,-1.4039332376494618,-0.8553351479690364,0.8832206360798046,-0.24496047353168282,0.829937507905411,-0.875438300813793,1,1,1,0,0,0,0,0,0
Overwhelmingly Positive,-1.3993601652141217,-0.8487208986660979,-0.553505474944038,0.12345779113386092,0.829937507905411,-0.37383498328580017,1,1,0,0,0,0,0,0,0
Very Positive,-1.3947870927787813,-0.8421066493631594,0.8832206360798046,0.26862006512849773,0.3095891846731075,0.07760800248939359,1,1,0,1,0,0,1,0,1
Very Positive,-1.390214020343441,-0.8354924000602209,0.8832206360798046,9.892134214539045e-19,0.0,1.6325782868261725,1,0,1,1,0,0,0,1,0
Very Positive,-1.3856409479081009,-0.8288781507572823,-0.2661602527392695,1.372887531421436,0.9600245887134871,-0.3984135458446718,1,0,0,0,0,0,0,0,0
Very Positive,-1.3810678754727606,-0.9016348930896061,-0.553505474944038,1.3656164485866134,0.6348068866932977,1.6325782868261725,1,1,1,1,0,0,1,0,0
Very Positive,-1.3764948030374202,-0.8222639014543438,0.8832206360798046,9.892134214539045e-19,0.0,2.6357849218821583,0,0,0,1,0,0,1,0,1
Very Positive,-1.37192173060208,-0.8156496521514053,0.021184969465499012,0.25594099241384327,0.43967626548118355,1.6325782868261725,1,1,0,1,0,1,0,0,1
Overwhelmingly Positive,-1.3673486581667398,-0.8090354028484668,0.8832206360798046,-0.2064072790453942,0.9600245887134871,-1.1032987223693142e-18,0,1,1,0,1,0,1,1,1
Mostly Positive,-1.3627755857313995,-0.8024211535455282,0.5958754138750361,-0.07778134955695756,-0.14571559815515797,-1.3765400150242584,1,0,0,0,0,1,0,0,0
Mostly Positive,-1.3582025132960591,-0.7958069042425897,0.8832206360798046,-0.2256462239608553,-0.275802678963234,1.1309749692981792,1,0,0,0,0,0,0,0,0
Very Positive,-1.353629440860719,-1.0008486326336838,0.5958754138750361,-0.2004610003327582,0.5047198058852216,0.12776833424219292,1,0,1,1,0,0,0,0,0
Very Positive,-1.3490563684253787,-0.7891926549396512,0.8832206360798046,-0.20204239809545266,0.9600245887134871,-1.1032987223693142e-18,1,0,0,0,0,0,0,0,0
Very Positive,-1.3444832959900384,-0.7825784056367127,0.8832206360798046,-0.24479870797571054,0.7648939675013737,-1.1032987223693142e-18,0,1,0,1,0,0,1,1,0
Mostly Positive,-1.339910223554698,-0.7759641563337741,0.3085301916702675,-0.2059442948679563,-0.4709333001753481,1.1786272844633383,1,1,1,0,1,0,0,0,0
Mixed,-1.335337151119358,-0.7693499070308356,0.5958754138750361,-0.20569885747268804,-1.1213687042157277,-1.3765400150242584,0,0,0,0,0,1,0,0,0
Very Positive,-1.3307640786840176,-0.7627356577278972,0.8832206360798046,0.5297682427552548,0.7648939675013737,0.07760800248939359,1,1,0,1,1,0,1,0,0
Mostly Negative,-1.3261910062486773,-0.7561214084249587,0.3085301916702675,-0.1382035737739117,-3.202761997144943,-1.1032987223693142e-18,1,1,1,1,0,1,0,0,0
Mixed,-1.3216179338133371,-0.7495071591220202,0.5958754138750361,-0.0893838446060034,-1.5116299466399559,0.8801733105341827,1,1,0,1,1,1,1,1,0
Mostly Positive,-1.3170448613779968,-0.7428929098190816,0.8832206360798046,-0.22694592653125323,-0.6010203809834241,-1.3765400150242584,0,0,0,0,1,1,0,0,0
Mixed,-1.3124717889426565,-0.7362786605161431,-0.2661602527392695,-0.07269131266645067,-0.4058897597713101,0.6293716517701863,0,0,1,1,0,0,0,0,0
Mostly Positive,-1.3078987165073162,-0.7296644112132046,-0.2661602527392695,-0.15721381566196374,-0.8611945425995755,-1.3765400150242584,1,0,0,1,0,1,1,0,0
Very Positive,-1.303325644071976,-0.723050161910266,0.8832206360798046,-0.21888832840704806,0.049415023056955394,2.2831577896599793,0,0,0,0,0,1,0,0,1
Very Positive,-1.2987525716366357,-0.7164359126073275,-0.8408506971488067,0.04605576166243777,0.049415023056955394,-0.9893022538926477,1,1,0,1,0,0,0,0,0
Very Positive,-1.2941794992012954,-0.709821663304389,0.8832206360798046,-0.16325213339782535,0.6998504270973357,1.6325782868261725,1,1,0,1,0,0,0,0,0
Very Positive,-1.2896064267659553,-0.7032074140014505,0.5958754138750361,-0.1791386266188266,0.5697633462892596,0.3850908361340533,0,1,0,1,0,0,1,0,0
Very Positive,-1.285033354330615,-0.696593164698512,-0.553505474944038,0.016700891376089808,0.5047198058852216,-0.5243159785441981,1,1,0,1,0,0,1,1,1
Mixed,-1.2804602818952746,-1.1794333638130239,0.5958754138750361,-0.2427180682385499,-0.5359768405793861,-1.1032987223693142e-18,1,0,0,0,0,1,0,0,0
Very Positive,-1.2758872094599343,-0.6899789153955734,0.8832206360798046,-0.21782290698667897,0.5047198058852216,0.12776833424219292,0,0,0,0,1,1,0,0,0
Mixed,-1.2713141370245942,-1.2125046103277164,0.8832206360798046,-0.02547250469040592,-0.7311074617915002,0.6293716517701863,1,1,0,0,1,1,0,0,0
Overwhelmingly Positive,-1.2667410645892538,-0.6833646660926349,0.8832206360798046,-0.21883533624216062,1.025068129117525,-0.4239953150385995,1,1,0,0,0,0,0,0,1
Very Positive,-1.2621679921539135,-0.6767504167896964,-2.277576808172649,0.44209688954090215,0.829937507905411,-0.3984135458446718,0,1,0,1,0,0,1,0,1
Very Positive,-1.2575949197185734,-0.6701361674867579,-0.8408506971488067,0.15846608869530884,0.5047198058852216,1.6325782868261725,1,1,0,1,0,0,0,0,0
Very Positive,-1.253021847283233,-0.6635219181838193,0.5958754138750361,-0.23237622890156387,0.7648939675013737,-0.6502184112437243,1,1,0,0,0,0,0,0,0
Overwhelmingly Positive,-1.2484487748478927,-0.6569076688808808,-0.2661602527392695,0.17672049496838702,1.025068129117525,-1.1032987223693142e-18,0,0,0,1,0,0,1,0,1
Mostly Positive,-1.2438757024125526,-0.8817921451807905,-1.4155411415583437,0.1539115515762964,-0.14571559815515797,-1.3765400150242584,1,0,1,0,0,1,0,0,0
Overwhelmingly Positive,-1.2393026299772123,-0.8685636465749135,-1.4155411415583437,0.1243335563851591,1.025068129117525,-0.37383498328580017,0,1,0,1,0,0,0,0,1
Mostly Positive,-1.234729557541872,-0.6502934195779423,0.8832206360798046,-0.2154159470762639,-0.5359768405793861,0.8801733105341827,0,0,0,0,0,0,0,0,1
Very Positive,-1.2301564851065316,-0.9942343833307453,0.8832206360798046,-0.24045613951624795,0.3746327250771455,0.12776833424219292,0,0,0,0,0,0,0,0,1
Very Positive,-1.2255834126711915,-0.9942343833307453,-1.4155411415583437,0.08943961033741568,0.3746327250771455,0.6293716517701863,0,0,0,0,0,0,1,1,1
Very Positive,-1.2210103402358512,-0.6436791702750038,0.3085301916702675,0.5281617434407715,0.7648939675013737,-0.37383498328580017,1,1,0,1,0,0,1,0,1
Overwhelmingly Positive,-1.2164372678005109,-0.6370649209720652,-1.7028863637631122,0.46471617676392185,1.025068129117525,-0.24793255058627384,1,1,0,1,0,0,1,0,1
Very Positive,-1.2118641953651708,-0.6304506716691267,0.8832206360798046,-0.22836276967666558,0.17950210386503146,-1.2270622264009163,0,0,0,0,0,0,1,0,0
Very Positive,-1.2072911229298304,-0.6238364223661882,0.5958754138750361,-0.18716833412993306,0.43967626548118355,1.1344861925208751,0,1,0,1,0,0,1,0,1
Mixed,-1.20271805049449,-0.6172221730632497,0.021184969465499012,-0.01702722704412928,-2.357195971892449,-1.3765400150242584,0,0,0,0,0,1,0,0,1
Very Positive,-1.1981449780591498,-0.6106079237603111,-0.8408506971488067,0.01899349977280031,0.3095891846731075,4.922594446492279,1,0,1,1,0,0,0,0,1
Very Positive,-1.1935719056238097,-0.6039936744573726,0.8832206360798046,-0.15774373731083846,0.6348068866932977,-0.37383498328580017,0,1,0,0,0,0,1,0,1
Mixed,-1.1889988331884693,-1.1132908707836386,0.3085301916702675,-0.17938406401409487,-0.7311074617915002,1.6325782868261725,1,1,0,1,0,0,0,0,0
Mostly Positive,-1.184425760753129,-0.5973794251544341,0.8832206360798046,-0.2415410843657861,-0.6010203809834241,1.6325782868261725,1,0,0,1,1,0,0,0,0
Mostly Positive,-1.179852688317789,-0.5907651758514957,0.8832206360798046,-0.24231365434861923,-0.4058897597713101,2.1341816043541653,0,1,0,0,0,0,0,0,0
Very Positive,-1.1752796158824486,-0.5841509265485572,0.3085301916702675,-0.23318226762011535,0.17950210386503146,-0.9857910306699518,1,1,0,0,0,0,0,1,0
Very Positive,-1.1707065434471082,-1.066991125663069,0.5958754138750361,-0.16120496239638313,0.24454564426906947,1.6325782868261725,1,1,0,1,0,1,1,0,0
Overwhelmingly Positive,-1.166133471011768,-0.5775366772456186,-2.8522672525821857,2.728326703035738,1.025068129117525,-0.887476780434465,1,1,0,1,0,0,1,0,0
Very Positive,-1.1615603985764278,-0.5709224279426801,0.3085301916702675,-0.032305704899579554,-0.7961510021955382,1.6325782868261725,1,0,0,0,0,1,0,0,0
Mostly Positive,-1.1569873261410875,-0.9876201340278068,0.8832206360798046,-0.24428552069469506,-0.6010203809834241,-0.9757589643193917,0,1,0,0,0,0,0,0,0
Overwhelmingly Positive,-1.1524142537057471,-0.5643081786397416,0.021184969465499012,-0.1744418473730109,0.894981048309449,-1.1001565870663343,0,0,0,0,0,0,1,0,1
Very Positive,-1.147841181270407,-0.5576939293368031,-0.553505474944038,-0.09317696798742224,0.3095891846731075,-0.17319365627460298,1,1,0,1,0,0,1,0,1
Overwhelmingly Positive,-1.1432681088350667,-0.5510796800338645,0.8832206360798046,-0.2367885238937731,0.9600245887134871,-0.7349893719059551,0,1,0,0,0,0,0,0,0
Mostly Positive,-1.1386950363997264,-0.8222639014543438,-0.2661602527392695,-0.07990940333638592,-0.14571559815515797,2.1341816043541653,0,1,0,1,0,0,0,0,1
Mixed,-1.134121963964386,-0.544465430730926,0.3085301916702675,0.6889120810962539,-1.7067605678520692,2.6357849218821583,1,0,1,0,0,0,0,0,0
Mixed,-1.129548891529046,-1.1331336186924543,0.8832206360798046,-0.23068605774778458,-0.08067205775111994,-1.1032987223693142e-18,1,1,1,1,1,1,0,1,0
Very Positive,-1.1249758190937056,-0.7362786605161431,-1.4155411415583437,0.22759018419904736,0.829937507905411,0.6293716517701863,1,1,0,1,0,0,0,0,0
Very Positive,-1.1204027466583653,-0.5378511814279875,0.3085301916702675,-0.04667215970670339,0.6348068866932977,-0.965726897968832,1,1,0,0,0,0,0,0,0
Very Positive,-1.1158296742230251,-0.531236932125049,-1.128195919353575,1.2322407476874737,0.11445856346099342,-0.6346687084003565,1,1,0,1,0,0,1,1,0
Mostly Positive,-1.1112566017876848,-0.5246226828221104,-0.8408506971488067,-0.19536817438094142,-0.21075913855919598,1.4645411754542945,0,0,0,1,0,0,1,0,1
Mostly Positive,-1.1066835293523445,-0.8817921451807905,0.021184969465499012,-0.02319941972286449,0.17950210386503146,-1.3765400150242584,1,0,0,0,1,1,0,0,1
Very Positive,-1.1021104569170042,-0.5180084335191719,-1.128195919353575,0.1364408715312908,0.43967626548118355,-0.3984135458446718,0,0,1,1,0,0,1,0,1
Very Positive,-1.097537384481664,-1.1132908707836386,-1.128195919353575,0.022697373192303406,0.3095891846731075,1.6325782868261725,1,1,0,1,0,0,0,0,0
Very Positive,-1.0929643120463237,-0.5113941842162334,0.3085301916702675,-0.16524352317307023,0.3095891846731075,0.12776833424219292,1,1,0,1,0,0,1,0,0
Mostly Negative,-1.0883912396109834,-0.544465430730926,0.5958754138750361,-0.2141218226284857,-3.267805537548981,2.1341816043541653,1,0,1,1,1,1,0,0,0
Mixed,-1.0838181671756433,-0.5047799349132949,0.5958754138750361,-0.12395147048049239,-1.8368476486601453,1.1309749692981792,0,0,0,1,0,0,1,0,1
Overwhelmingly Positive,-1.079245094740303,-0.49816568561035635,-0.8408506971488067,0.5688736713808971,1.025068129117525,-0.6848290401531558,1,1,0,0,0,0,1,0,0
Mixed,-1.0746720223049626,-0.4915514363074178,0.8832206360798046,-0.2439815130119196,-0.9912816234076516,-1.1032987223693142e-18,0,1,0,0,0,0,1,0,1
Very Positive,-1.0700989498696223,-0.4849371870044793,0.8832206360798046,-0.23800455462487505,0.7648939675013737,-1.1959628207141808,0,0,0,0,0,0,0,0,1
Very Positive,-1.0655258774342822,-0.4783229377015408,-1.4155411415583437,0.6453329981295852,0.894981048309449,-0.6246366420497966,1,1,0,1,0,0,1,0,0
Positive,-1.0609528049989418,-1.0471483777542534,0.8832206360798046,-0.24507203598407748,0.5047198058852216,-0.875438300813793,0,0,0,1,0,0,1,0,1
Very Positive,-1.0563797325636015,-0.47170868839860225,0.8832206360798046,-0.10597597033840093,0.7648939675013737,-0.7249573055553953,0,0,0,0,0,0,1,0,1
Mostly Positive,-1.0518066601282614,-0.4650944390956637,0.8832206360798046,-0.2122921984092131,-0.4709333001753481,0.07760800248939359,1,0,0,0,1,0,0,1,0
Mostly Positive,-1.047233587692921,-0.45848018979272526,-0.2661602527392695,-0.23499236841021892,0.3095891846731075,-1.1032987223693142e-18,0,1,0,0,0,0,0,0,0
Very Positive,-1.0426605152575807,-0.45186594048978673,0.5958754138750361,-0.20494581091902397,-0.14571559815515797,1.1309749692981792,0,0,0,0,0,0,0,1,0
Very Positive,-1.0380874428222404,-0.4452516911868482,0.021184969465499012,-0.013278728643668318,0.17950210386503146,1.1309749692981792,1,0,1,0,0,1,0,0,1
Mostly Positive,-1.0335143703869003,-0.4386374418839097,0.3085301916702675,-0.07994566113341418,-0.34084621936727205,-1.3765400150242584,1,1,1,0,1,1,0,0,0
Mostly Positive,-1.02894129795156,-0.43202319258097116,0.3085301916702675,-0.15561847259271994,-0.01562851734708191,-1.1422912657386854,1,0,1,0,0,1,0,0,0
Very Positive,-1.0243682255162196,-0.42540894327803264,1.170565858284573,9.892134214539045e-19,0.0,2.1341816043541653,0,0,0,0,0,1,0,0,1
Mostly Positive,-1.0197951530808795,-0.4187946939750941,0.8832206360798046,-0.2340608219327234,0.3746327250771455,-1.1032987223693142e-18,1,1,0,0,0,0,0,0,0
Very Positive,-1.0152220806455392,-1.053762627057192,0.3085301916702675,-0.23781489845580409,0.6998504270973357,-1.1032987223693142e-18,0,0,0,0,0,0,0,1,1
Very Positive,-1.0106490082101989,-1.066991125663069,-0.8408506971488067,0.5332657256378278,0.43967626548118355,0.12776833424219292,1,1,0,1,0,0,0,0,0
Overwhelmingly Positive,-1.0060759357748588,-1.066991125663069,0.5958754138750361,0.018909827933504306,1.025068129117525,0.6293716517701863,1,1,0,0,0,0,0,0,0
Very Positive,-1.0015028633395184,-0.4121804446721556,0.3085301916702675,-0.014313470389628897,-0.8611945425995755,0.6293716517701863,1,0,1,0,1,0,0,0,0
Very Positive,-0.9969297909041781,-0.40556619536921706,0.8832206360798046,-0.2347915559959085,0.6998504270973357,-0.9857910306699518,0,0,0,0,0,1,0,0,0
Very Positive,-0.9923567184688379,-0.39895194606627854,0.8832206360798046,-0.10865625825718293,0.3746327250771455,0.6293716517701863,1,1,0,1,0,0,1,0,1
Very Positive,-0.9877836460334976,-0.39233769676334,0.8832206360798046,0.4057219519376195,0.43967626548118355,0.8300129787813836,1,0,1,1,0,0,1,0,1
Very Positive,-0.9832105735981573,-0.3857234474604015,0.5958754138750361,0.32613329839926086,0.5697633462892596,1.6325782868261725,1,1,0,1,0,0,0,0,0
Very Positive,-0.978637501162817,-0.37910919815746297,0.8832206360798046,-0.10426348669414273,0.24454564426906947,0.12776833424219292,1,1,0,1,1,0,1,0,0
Overwhelmingly Positive,-0.9740644287274768,-0.3724949488545245,0.021184969465499012,0.17984145457412795,0.829937507905411,0.6293716517701863,1,1,0,0,0,0,0,0,0
Mixed,-0.9694913562921366,-0.365880699551586,-0.8408506971488067,-0.1784413612913599,-1.3164993254278416,-1.3765400150242584,1,0,0,0,0,1,0,1,0
