@relation games_data

@attribute Name string
@attribute Developer string
@attribute ReleaseDate string
@attribute Votes numeric
@attribute PositiveVotesPercent numeric
@attribute Rating {Overwhelmingly Positive, Very Positive, Mostly Positive, Positive, Mixed, Negative, Mostly Negative, Very Negative, Overwhelmingly Negative}    
@attribute Price numeric
@attribute Tags string

@data
'Counter-Strike 2','Valve',2012-08-21 00:00:00,8353761,0.86,Mostly Positive,?,{'Moddable', 'Military', 'Action', 'Strategy', 'Shooter', 'FPS', 'War', 'Trading', 'First-Person', 'Tactical', 'Co-op', 'Team-Based', 'Online Co-Op', 'Competitive', 'Fast-Paced', 'Difficult', 'Multiplayer', 'PvP', 'eSports', 'Realistic'}
?,?,?,?,?,?,?,{'None'}
'DRAGON BALL: Sparking! ZERO','Spike Chunsoft Co., Ltd.',2024-10-10 00:00:00,25656,0.93,Very Positive,69.99,{'Martial Arts', 'Fighting', 'Action-Adventure', 'Action', 'Spectacle fighter', 'Combat', 'Anime', 'Local Multiplayer', '3D Fighter', '3D', 'Co-op', 'Physics', 'Competitive', '2.5D', 'Multiplayer', 'PvP', 'PvE', 'Open World', 'Third Person', 'Singleplayer'}
'Assassin's Creed Mirage','Ubisoft Bordeaux',2024-10-17 00:00:00,214,0.81,Very Positive,94.91,{'Assassin', 'Historical', 'Action-Adventure', 'Action', 'Adventure', 'Action RPG', 'Violent', 'Story Rich', 'Stealth', 'Political', 'LGBTQ+', 'Politics', 'Psychological Horror', 'Open World', 'Third Person', 'Singleplayer', 'Parkour', 'RPG'}
'EA SPORTS FC™ 25','EA Canada & EA Romania',2024-09-26 00:00:00,13689,0.47,Mixed,69.99,{'Modern', 'Family Friendly', 'Simulation', 'Sports', 'Local Co-Op', 'Local Multiplayer', 'Co-op', 'LGBTQ+', 'Controller', 'Online Co-Op', 'Soundtrack', 'Competitive', 'Multiplayer', 'Football (Soccer)', 'PvP', 'Singleplayer', 'eSports', 'Realistic'}
'Dead by Daylight','Behaviour Interactive Inc.',2016-06-14 00:00:00,542742,0.8,Mostly Positive,19.99,{'Action', 'Strategy', 'Mature', 'Horror', 'Violent', 'First-Person', 'Stealth', 'Atmospheric', 'Co-op', 'Team-Based', 'Blood', 'Online Co-Op', 'Survival Horror', 'Survival', 'Multiplayer', 'Difficult', 'Comedy', 'Gore', 'Psychological Horror', 'Third Person'}
'Overwatch® 2','Blizzard Entertainment, Inc.',2023-08-10 00:00:00,306985,0.2,Mostly Negative,?,{'Family Friendly', 'Action', 'Free to Play', 'Cinematic', 'Shooter', 'FPS', 'First-Person', 'MOBA', 'Co-op', 'Dystopian', 'Dark Humor', 'Team-Based', 'Competitive', 'Hero Shooter', 'Lore-Rich', 'Multiplayer', 'PvP', 'PvE', 'Sci-fi', 'Casual'}
'Liar's Bar','Curve Animation',2024-10-02 00:00:00,4918,0.88,Very Positive,6.89,{'Simulation', 'Indie', 'Early Access', 'Strategy', 'FPS', 'Horror', 'Tabletop', 'First-Person', 'Puzzle', 'Funny', '3D', 'Gambling', 'Co-op', 'Online Co-Op', 'Dark', 'Multiplayer', 'PvP', 'Gore', 'Board Game', 'Casual'}
'PUBG: BATTLEGROUNDS','PUBG Corporation',2017-12-21 00:00:00,2445553,0.58,Mixed,?,{'Simulation', 'Action', 'Early Access', 'Strategy', 'Shooter', 'FPS', 'Battle Royale', 'First-Person', 'Tactical', 'Stealth', 'Co-op', 'Team-Based', 'Online Co-Op', 'Competitive', 'Survival', 'Difficult', 'Multiplayer', 'PvP', 'Third Person', 'Third-Person Shooter'}
'NARAKA: BLADEPOINT','24 Entertainment',2021-08-11 00:00:00,257888,0.75,Mostly Positive,?,{'Martial Arts', 'Fighting', 'Action', 'Free to Play', 'Massively Multiplayer', 'Female Protagonist', 'Adventure', 'Mature', 'Violent', 'Battle Royale', 'Anime', 'Character Customization', 'Hack and Slash', 'Survival', 'Multiplayer', 'PvP', 'Gore', 'Third Person', 'Swordplay', 'Parkour'}
'ARMORED CORE™ VI FIRES OF RUBICON™','FromSoftware, Inc.',2023-08-24 00:00:00,55698,0.91,Very Positive,?,{'Mechs', 'Vehicular Combat', 'Military', 'Action-Adventure', 'Action', 'Combat', 'Futuristic', 'Character Customization', 'Souls-like', 'Atmospheric', '3D', 'Post-apocalyptic', 'Soundtrack', 'Fast-Paced', 'Difficult', 'Multiplayer', 'Third Person', 'Sci-fi', 'Singleplayer', 'Robots'}
'MechWarrior 5: Clans','Piranha Games Inc.',2024-10-16 00:00:00,742,0.68,Mixed,48.99,{'Mechs', 'Military', 'Simulation', 'Action', 'Immersive Sim', 'Shooter', 'FPS', 'War', 'Futuristic', 'First-Person', 'Character Customization', '3D', 'Co-op', 'Online Co-Op', 'Multiplayer', 'Linear', 'PvE', 'Sci-fi', 'Singleplayer', 'Realistic'}
'Metaphor: ReFantazio','ATLUS',2024-10-10 00:00:00,4215,0.91,Very Positive,69.99,{'Strategy RPG', 'Time Management', 'Turn-Based Tactics', 'Strategy', 'Adventure', 'Action RPG', 'Party-Based RPG', 'Anime', 'Story Rich', 'Fantasy', 'Hack and Slash', 'Dark Fantasy', 'Choose Your Own Adventure', 'Turn-Based Combat', 'Turn-Based Strategy', 'Third Person', 'JRPG', 'Colorful', 'Singleplayer', 'RPG'}
'Warhammer 40,000: Space Marine 2','Saber Interactive',2024-09-09 00:00:00,79023,0.8,Mostly Positive,59.99,{'Wargame', 'Action-Adventure', 'Action', 'Cinematic', 'Adventure', 'War', 'Futuristic', 'Warhammer 40K', 'Fantasy', 'Narration', '3D', 'Co-op', 'Multiplayer', 'PvE', 'Third Person', 'Third-Person Shooter', 'Sci-fi', 'Singleplayer', 'Space', 'Realistic'}
'Dota 2','Valve',2013-07-09 00:00:00,2337607,0.81,Mostly Positive,?,{'Simulation', 'Action', 'Free to Play', 'Replay Value', 'Strategy', 'Action RPG', 'Fantasy', 'Character Customization', 'MOBA', 'Co-op', 'RTS', 'Team-Based', 'Online Co-Op', 'Competitive', 'Tower Defense', 'Difficult', 'Multiplayer', 'PvP', 'eSports', 'RPG'}
'Call of Duty®: Black Ops 6','Treyarch, Raven Software, Beenox, High Moon Studios, Activision Shanghai, Sledgehammer Games, Infinity Ward, Demonware',2024-10-24 00:00:00,?,?,?,79.99,{'Co-op Campaign', 'Romance', 'Military', 'Action', 'Shooter', 'FPS', 'War', 'Violent', 'Story Rich', 'First-Person', 'Co-op', 'Online Co-Op', 'Multiplayer', 'PvP', 'Gore', 'PvE', 'Capitalism', 'Open World', 'Singleplayer', 'Realistic'}
'Call to Arms - Gates of Hell: Ostfront','Barbedwire Studios, Digitalmindsoft',2021-06-11 00:00:00,17447,0.82,Very Positive,42.86,{'Historical', 'Real Time Tactics', 'Military', 'Immersive', 'Action', 'Replay Value', 'Strategy', 'Level Editor', 'War', 'Co-op', 'RTS', 'Procedural Generation', 'Online Co-Op', 'Multiplayer', 'PvP', 'World War II', 'PvE', 'Singleplayer', 'Realistic', 'Top-Down'}
'Apex Legends™','Respawn',2020-11-04 00:00:00,953745,0.68,Mostly Negative,?,{'Action', 'Free to Play', 'Cinematic', 'Shooter', 'FPS', 'Battle Royale', 'First-Person', 'Tactical', 'Character Customization', 'Funny', 'Co-op', 'Team-Based', 'Loot', 'Hero Shooter', 'Survival', 'Lore-Rich', 'Multiplayer', 'Cyberpunk', 'PvP', 'Sci-fi'}
'DayZ','Bohemia Interactive',2018-12-13 00:00:00,334863,0.76,Very Positive,47.99,{'Simulation', 'Action', 'Massively Multiplayer', 'Adventure', 'Shooter', 'FPS', 'Horror', 'First-Person', 'Atmospheric', 'Post-apocalyptic', 'Co-op', 'Zombies', 'Choose Your Own Adventure', 'Online Co-Op', 'Survival Horror', 'Survival', 'Multiplayer', 'PvP', 'Open World', 'Sandbox'}
'Black Myth: Wukong','Game Science',2024-08-19 00:00:00,704196,0.96,Overwhelmingly Positive,59.99,{'Action-Adventure', 'Action', 'Mythology', 'Adventure', 'Combat', 'Action RPG', 'Violent', 'Story Rich', 'Fantasy', 'Atmospheric', 'Souls-like', '3D', 'Hack and Slash', 'Dark Fantasy', 'Difficult', 'Drama', 'Third Person', 'Music', 'Singleplayer', 'RPG'}
